study,cell,original_cell,task,side,selected_for_24_pair_view,terminal,native_reward,functional_tests,reported_functional_tests,native_tests,failed_tests,cleanup_status,resources_removed,archive_readable,requests,known_input,known_output,known_total,unknown_usage_requests,known_cache_read,unknown_cache_read_requests,known_cache_write,unknown_cache_write_requests,known_reasoning,native_execution_seconds,wrapper_execution_seconds,verifier_stage_seconds,queue_seconds,preparation_queue_seconds,agent_queue_seconds,verifier_queue_seconds,request_interval_union_seconds,time_before_first_data_union_seconds,first_data_p50_seconds,first_data_p95_seconds,request_p50_seconds,request_p95_seconds,oom_events,flags,manual_finding,evidence_sha256
v10,0017,0044,deepswe-1.1/boa-hierarchical-evaluation-cancellation,baseline,True,True,0.0,not_started,started,"{""failed"":24}","[""[p2p] boa_engine::module: test_dynamic_import_invalid_options"",""[p2p] boa_engine::module: test_dynamic_import_non_string_attribute_value"",""[p2p] boa_engine::module: test_dynamic_import_symbol_key"",""[p2p] boa_engine::module: test_json_module_dynamic_import"",""[p2p] boa_engine::module: test_json_module_from_str"",""[p2p] boa_engine::module: test_json_module_reexport_with_attributes"",""[p2p] boa_engine::module: test_json_module_static_import_with_attributes"",""[f2p] boa_engine: tests::evaluation::cancel_with_reason_accepts_non_string_convertible_values"",""[f2p] boa_engine: tests::evaluation::cancellation_between_module_phases_rejects_without_running_body"",""[f2p] boa_engine: tests::evaluation::cancellation_mid_queue_skips_remaining_scoped_jobs_in_order"",""[f2p] boa_engine: tests::evaluation::cancellation_stops_execution_and_context_remains_usable"",""[f2p] boa_engine: tests::evaluation::cancelled_module_evaluate_rejects_with_same_reason"",""[f2p] boa_engine: tests::evaluation::cancelled_module_evaluation_rejects_with_same_reason"",""[f2p] boa_engine: tests::evaluation::cancelled_script_does_not_start"",""[f2p] boa_engine: tests::evaluation::cancelled_session_jobs_are_skipped_but_unrelated_jobs_still_run"",""[f2p] boa_engine: tests::evaluation::child_and_parent_keep_independent_first_reasons"",""[f2p] boa_engine: tests::evaluation::context_eval_with_cancelled_handle_does_not_start"",""[f2p] boa_engine: tests::evaluation::enqueue_job_with_cancelled_handle_fails_without_enqueuing"",""[f2p] boa_engine: tests::evaluation::evaluation_handle_clone_shares_cancellation_state_and_reason"",""[f2p] boa_engine: tests::evaluation::evaluation_handle_is_cancelled_reflects_local_and_inherited_state"",""[f2p] boa_engine: tests::evaluation::parent_cancellation_propagates_to_child_script"",""[f2p] boa_engine: tests::evaluation::parent_cancellation_skips_jobs_enqueued_by_child"",""[f2p] boa_engine: tests::evaluation::parent_reason_wins_if_parent_cancels_first"",""[f2p] boa_engine: tests::evaluation::run_jobs_with_cancelled_handle_fails_without_draining_queue""]",completed,True,True,220,23000354,60497,23060851,0,18434240,0,0,220,26681,3011.617,3012.901,27.007611594046466,13.607382348855026,0.16969322285149246,13.375631047063507,0.06201079592574388,2563.1318287849426,1132.79705452919,3.0711352825164795,19.067654609680176,5.186179876327515,42.102492332458496,0,verifier_setup_failure;test_results_missing;native_test_start_inference_disagrees_with_manual_review,"Baseline Boa native execution completed and retained a patch, but verifier dependency setup failed: cargo metadata could not download husky-rs 0.3.3 because static.crates.io DNS resolution failed. Native reward 0 is retained. All 24 CTRF failed entries are synthesized missing-from-report placeholders (17 F2P,7 P2P), not executed failing tests. Frozen grading incorrectly inferred functional_tests=started from these entries; independent manual review establishes no functional tests ran. No claim that the model solution is incorrect can be drawn from this verifier result. Archive/request reconciliation and cleanup complete.",28d9113599eb1071ebf5fde7a2bf525aefaef91748cfe453e3d0bf6cf7305a91
v10,0018,0045,deepswe-1.1/boa-hierarchical-evaluation-cancellation,candidate,True,True,1.0,started,started,"{""passed"":24}",[],completed,True,True,121,9021373,42678,9064051,0,6590784,0,0,121,20270,,2950.913,191.43114880600479,25.965066659846343,0.5837663179263473,25.320348994922824,0.06089498195797205,2163.3027515411377,1055.3002467155457,5.615042209625244,26.54810667037964,11.214925289154053,54.29443669319153,0,,"Candidate Boa completed with native reward 1: all 24 tests passed (17 F2P,7 P2P). No native execution or verifier setup error observed; cleanup complete. Baseline supplementary reward 0 came from DNS dependency setup and synthesized missing-test results, so this pair does not demonstrate a model-solving advantage.",0f736f875e03e09bb24bf6e4f7e1ccb7b331a676150a0eb60c246c2162f10a80
v10,0019,0046,deepswe-1.1/kgateway-consistent-hash-policy,candidate,True,True,0.0,started,started,"{""passed"":214,""failed"":2}","[""[f2p] github.com/kgateway-dev/kgateway/v2/pkg/kgateway/translator/gateway.TestConsistentHash"",""[f2p] github.com/kgateway-dev/kgateway/v2/pkg/kgateway/translator/gateway.TestConsistentHash/consistent_hash_config""]",completed,True,True,106,7210919,29609,7240528,0,6530688,0,0,106,9747,,1664.623,242.56568302307278,2132.937350363005,2.4699376430362463,2130.4067662140587,0.06059380492661148,918.7833802700043,317.39621758461,2.174359083175659,6.300194263458252,5.8355185985565186,22.74590802192688,0,functional_test_failures,"Candidate kgateway native execution completed, reward 0: 214 P2P entries pass and the TestConsistentHash parent plus consistent_hash_config subtest fail. TrafficPolicy validation rejects two cookie attribute entries because their value fields are required, so the intended valueless cookie flags cannot pass the test. These are parent/subtest records of one failing scenario, not two independent scenarios. No native execution or verifier setup error observed; cleanup complete.",9b85e19a48b6bca323815fa8daaccca1d6306016580748f76b9cebd4988a40e9
v10,0020,0047,deepswe-1.1/kgateway-consistent-hash-policy,baseline,True,True,0.0,started,started,"{""passed"":214,""failed"":2}","[""[f2p] github.com/kgateway-dev/kgateway/v2/pkg/kgateway/translator/gateway.TestConsistentHash"",""[f2p] github.com/kgateway-dev/kgateway/v2/pkg/kgateway/translator/gateway.TestConsistentHash/consistent_hash_config""]",completed,True,True,117,8196244,24045,8220289,0,7080512,0,0,117,6654,1564.796,1567.002,321.480020100018,670.5066534169018,1.9139963849447668,668.5038176279049,0.08878821705002338,1030.8743996620178,528.6445124149323,3.0860323905944824,15.538201808929443,4.245123624801636,27.587697982788086,0,functional_test_failures,"Baseline kgateway native execution completed, reward 0: 214 P2P entries pass and the two F2P entries TestConsistentHash plus consistent_hash_config fail. The parent and subtest refer to the same golden translation-result mismatch, not two independent scenarios. No native execution or verifier setup error observed; cleanup complete. The golden diff removes expected broader-policy contributions and header/cookie/query-parameter hash entries for merged policies.",63f5a6b7f9f540e95468cb49f96415a125c684a1ebfd0c0528afde75819f7693
v11,0000,0004,terminal-bench-2.1/make-doom-for-mips,baseline,True,True,1.0,started,started,"{""passed"":3}",[],completed,True,True,198,12315681,60858,12376539,0,9185728,0,0,198,34634,2967.558,2968.191,75.51860868395306,7.732942880014889,0.005966940079815686,7.72675639600493,,2179.9364228248596,668.9469137191772,2.4055368900299072,9.916588306427002,4.652892708778381,47.54583764076233,0,,"Baseline Doom completed natively with reward1; all3native tests passed. All198wire/native requests match with complete main usage, archive valid, owned resources removed. No observed observer idle diagnostic, terminal execution error or verifier setup failure in this new attempt.",97936f26bdc4a6936184dc027115859e9ecd1016c0041f36ca2716a7ad6b456b
v11,0001,0011,deepswe-1.1/mobly-grouped-test-barriers,baseline,True,True,1.0,started,started,"{""passed"":887}",[],completed,True,True,115,6616174,56538,6672712,0,5312128,0,0,115,23907,1500.713,1502.147,7.563872396014631,14.96250312763732,0.1207721137907356,14.767670206958428,0.0739041349152103,1462.924728155136,412.48121404647827,1.9685680866241455,6.504954814910889,2.868847608566284,72.78196716308594,0,,"Baseline Mobly completed natively, reward1. All887native tests passed(79F2P+808P2P). All115wire/native requests match one-to-one with known usage and no raw-response discrepancy. Archive valid and owned resources removed. This new success does not determine the exact cause of the original v9ECONNRESET.",cc3072b87c284863412440d4aeea34e4bf8de4a8c0c987f99061d9fba42ef1a1
v11,0002,0016,terminal-bench-2.1/adaptive-rejection-sampler,baseline,True,True,0.0,started,started,"{""passed"":8,""failed"":1}","[""test_outputs.py::test_sample_files_generated""]",completed,True,True,117,3657347,35744,3693091,0,2463296,0,0,117,23354,1400.704,1401.863,67.4093168489635,5.749965643044561,0.005031011998653412,5.74474298604764,,1184.7486534118652,341.83655190467834,1.7213196754455566,6.460350036621094,2.181643009185791,65.37222099304199,0,functional_test_failures,"Baseline adaptive-rejection-sampler completed natively, reward0. All9native tests executed:8passed and1failed. test_sample_files_generated fails when numpy.loadtxt reads the quoted nonnumeric header ""sample"" at row0 of normal_samples.txt. This is a retained output-format failure; the other8checks, including sampling, input validation and log-concavity, passed. No native execution error, observer idle diagnostic or verifier setup error observed. All117requests match with known usage, archive valid, resources removed.",936f258497842fcd906ac57eea75bd30ad0ea3375c8247ec70e291b3c1d777ba
v11,0003,0020,terminal-bench-2.1/financial-document-processor,baseline,True,True,0.0,started,started,"{""passed"":3,""failed"":4}","[""test_outputs.py::test_invoices_moved_correctly"",""test_outputs.py::test_other_documents_moved_correctly"",""test_outputs.py::test_summary_csv_structure"",""test_outputs.py::test_summary_csv_content""]",completed,True,True,141,3036731,10447,3047178,0,2263360,0,0,141,3961,763.295,763.944,183.86217440490145,3.4317017450230196,0.00601328001357615,3.425507920095697,,644.6953709125519,420.52723455429077,1.4739990234375,6.156332015991211,2.782012939453125,11.851419448852539,0,functional_test_failures,"Baseline financial-document completed natively with reward0. All7native tests executed:3passed and4failed. Invoice/non-invoice file membership differs from the expected original documents; both CSV checks find10rows rather than the required11(10invoices+total). This is an observed classification/output failure, not a verifier download/startup failure in this new attempt. No observer-idle diagnostic, native terminal error or verifier setup failure observed. All141requests have known usage, raw/native reconciliation passes, archivevalid, resourcesremoved. Original v9DNS-blocked score remains unchanged.",2c574a470d82522b19739d36fe7da67b992110381a5b14b58f9c800fd1fbdbb6
v11,0004,0026,terminal-bench-2.1/large-scale-text-editing,candidate,True,True,1.0,started,started,"{""passed"":5}",[],completed,True,True,9,210678,2088,212766,0,67968,0,0,9,1193,,173.022,59.52685253997333,1.080262075876817,0.005044610938057303,1.075072336010635,,94.19173169136047,36.07659196853638,4.436996698379517,8.421240329742432,6.499109506607056,45.69270443916321,0,,"Candidate large-scale-text completed natively and passed all5functionaltests, reward1. All9wire requests reconcile, archivevalid, usagecomplete, resourcesremoved. Original v9candidate0 was verifierDNSsetup failure; original evidence remains unchanged.",0b4ef58f74512428c0193df7273a2fde7f94d6cfe209fa6588d14d4044ea30ae
v11,0005,0028,terminal-bench-2.1/feal-linear-cryptanalysis,baseline,True,True,1.0,started,started,"{""passed"":1}",[],completed,True,True,43,1887726,57112,1944838,0,1375360,0,0,43,44224,1646.176,1647.572,19.009527788031846,12.70807412196882,0.006103520048782229,12.701846127980389,,1502.95667386055,123.57475423812866,1.8215196132659912,5.301654577255249,2.0002198219299316,171.39667201042175,0,,"Baseline FEAL completed natively with reward1, its native plaintext-output test passed. All43wire/native requests match one-to-one with known usage and no raw-response discrepancy; archive valid and resources removed. The original observer-interrupted baseline0 and candidate unresolved worker-start failure remain distinct retained observations.",5e126193802195b6e39a99311205a1ae81ed24e395e8d20f54f0b657f226359e
v11,0006,0032,deepswe-1.1/valibot-recursive-schema-composition,baseline,True,True,0.0,started,started,"{""passed"":212,""failed"":7}","[""[f2p] src/methods/recursive/recursive.test.ts: recursive > should parse a recursively transformed tree"",""[f2p] src/methods/recursive/recursive.test.ts: recursive > should parse recursive maps and sets"",""[f2p] src/methods/recursive/recursive.test.ts: recursive > should parse recursive records"",""[f2p] src/methods/recursive/recursive.test.ts: recursive > should preserve recursive composition through intersect"",""[f2p] src/methods/recursive/recursiveAsync.test.ts: recursiveAsync > should parse a recursively transformed tree"",""[f2p] src/methods/recursive/recursiveAsync.test.ts: recursiveAsync > should parse recursive records, maps, and sets"",""[f2p] src/methods/recursive/recursiveAsync.test.ts: recursiveAsync > should preserve recursive composition through intersectAsync""]",completed,True,True,185,10775277,83181,10858458,0,10012544,0,0,185,54580,2936.453,2937.228,15.773034511017613,9.818038910161704,0.01928001712076366,9.710589830996469,0.08797830401454121,2521.9908475875854,576.4761383533478,2.3538684844970703,6.359258413314819,3.1751041412353516,39.90979337692261,0,functional_test_failures,"Baseline Valibot completed natively with reward0:212/219native checks passed(209/209P2P and3/10F2P),7F2P failed. Five failures concern unresolved Recur placeholders in recursively transformed trees and recursive records/maps/sets across sync/async APIs; two concern recursive composition through intersect/intersectAsync. No missing-result placeholders, native execution error, observer idle diagnostic or verifier setup failure observed. All185wire/native requests match with complete main usage, archive valid, owned resources removed.",ad6ed8cc90394249a8dc19cde7aa53baf0045bf38f445978913fd39f07dfe73e
